"No.","Time","Source","Destination","Protocol","Length","Info","Window"
"25","4.105902","192.168.1.122","130.192.1.34","TCP","66","[TCP Dup ACK 20#1] 64163  >  443 [ACK] Seq=409 Ack=1 Win=131328 Len=0 SLE=1461 SRE=2921","513"
"26","4.106058","192.168.1.122","130.192.1.34","TCP","54","64163  >  443 [ACK] Seq=409 Ack=2921 Win=131328 Len=0","513"
"27","4.106211","130.192.1.34","192.168.1.122","TLSv1.2","568","Ignored Unknown Record","237"
"28","4.109371","192.168.1.122","130.192.1.34","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message","511"
"29","4.123879","130.192.1.34","192.168.1.122","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message","237"
"30","4.124792","192.168.1.122","130.192.1.34","TLSv1.2","255","Application Data","511"
"31","4.140807","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=3486 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"32","4.140807","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=4946 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"33","4.140807","130.192.1.34","192.168.1.122","TLSv1.2","1370","Application Data","245"
"34","4.140807","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=7722 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"35","4.140807","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=9182 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"36","4.140807","130.192.1.34","192.168.1.122","TLSv1.2","1259","Application Data","245"
"37","4.140807","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=11847 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"38","4.140942","192.168.1.122","130.192.1.34","TCP","54","64163  >  443 [ACK] Seq=736 Ack=13307 Win=131328 Len=0","513"
"39","4.141588","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=13307 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"40","4.141588","130.192.1.34","192.168.1.122","TLSv1.2","1259","Application Data","245"
"41","4.141588","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=15972 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"42","4.141688","192.168.1.122","130.192.1.34","TCP","54","64163  >  443 [ACK] Seq=736 Ack=17432 Win=131328 Len=0","513"
"43","4.143387","192.168.1.122","130.192.1.34","TCP","54","64162  >  80 [FIN, ACK] Seq=173 Ack=403 Win=130816 Len=0","511"
"44","4.154341","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=17432 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"45","4.154341","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"46","4.154341","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=20352 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"47","4.154466","192.168.1.122","130.192.1.34","TCP","54","64163  >  443 [ACK] Seq=736 Ack=21812 Win=131328 Len=0","513"
"48","4.155822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=21812 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"49","4.155822","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"50","4.155822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=24732 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"51","4.155822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=26192 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"52","4.155822","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"53","4.155822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=29112 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"54","4.155822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=30572 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"55","4.155822","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"56","4.155822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=33492 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"57","4.155822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=34952 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"58","4.155822","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"59","4.155822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=37872 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"60","4.155822","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"61","4.155822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=40792 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"62","4.155822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=42252 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"63","4.155822","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"64","4.155822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=45172 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"65","4.156056","192.168.1.122","130.192.1.34","TCP","54","64163  >  443 [ACK] Seq=736 Ack=46632 Win=131328 Len=0","513"
"66","4.165667","130.192.1.34","192.168.1.122","TCP","60","80  >  64162 [FIN, ACK] Seq=403 Ack=174 Win=30336 Len=0","237"
"67","4.165945","192.168.1.122","130.192.1.34","TCP","54","64162  >  80 [ACK] Seq=174 Ack=404 Win=130816 Len=0","511"
"68","4.167537","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=46632 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"69","4.168292","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"70","4.168292","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=49552 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"71","4.168292","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=51012 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"72","4.168292","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"73","4.168292","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=53932 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"74","4.168457","192.168.1.122","130.192.1.34","TCP","54","64163  >  443 [ACK] Seq=736 Ack=55392 Win=131328 Len=0","513"
"75","4.168787","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=55392 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"76","4.168787","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"77","4.168872","192.168.1.122","130.192.1.34","TCP","54","64163  >  443 [ACK] Seq=736 Ack=58312 Win=131328 Len=0","513"
"78","4.169856","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=58312 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"79","4.169856","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=59772 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"80","4.169856","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"81","4.169856","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=62692 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"82","4.169856","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"83","4.170002","192.168.1.122","130.192.1.34","TCP","54","64163  >  443 [ACK] Seq=736 Ack=65612 Win=131328 Len=0","513"
"84","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=65612 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"85","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=67072 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"86","4.171598","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"87","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=69992 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"88","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=71452 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"89","4.171598","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"90","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=74372 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"91","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=75832 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"92","4.171598","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"93","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=78752 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"94","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [PSH, ACK] Seq=80212 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"95","4.171598","130.192.1.34","192.168.1.122","TLSv1.2","354","Application Data","245"
"96","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=81972 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"97","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=83432 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"98","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=84892 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"99","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=86352 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"100","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=87812 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"101","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=89272 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"102","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=90732 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"103","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=92192 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"104","4.171598","130.192.1.34","192.168.1.122","TLSv1.2","691","Application Data","245"
"105","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=94289 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"106","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=95749 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"107","4.171598","130.192.1.34","192.168.1.122","TLSv1.2","1259","Application Data","245"
"108","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=98414 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"109","4.171598","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=99874 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"110","4.171598","130.192.1.34","192.168.1.122","TLSv1.2","1259","Application Data","245"
"111","4.172146","192.168.1.122","130.192.1.34","TCP","54","64163  >  443 [ACK] Seq=736 Ack=102539 Win=131328 Len=0","513"
"112","4.182541","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=102539 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"113","4.182541","130.192.1.34","192.168.1.122","TCP","1514","443  >  64163 [ACK] Seq=103999 Ack=736 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"114","4.182541","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"115","4.182541","130.192.1.34","192.168.1.122","TLSv1.2","73","Application Data","245"
"116","4.182826","192.168.1.122","130.192.1.34","TCP","54","64163  >  443 [ACK] Seq=736 Ack=106938 Win=131328 Len=0","513"
"117","4.208584","192.168.1.122","130.192.1.34","TCP","54","64163  >  443 [RST, ACK] Seq=736 Ack=106938 Win=0 Len=0","0"
